standard_whisky_name,nose,palate,finish,source_url,sweetness,smoky,fruity,spicy,body,tagline,menthol,abv,data_source
Glen Scotia Victoriana,"진한 캐러멜과 오크 향을 바탕으로 다크 초콜릿, 구운 과일, 은은한 스모크가 복합적으로 느껴집니다.","높은 도수에서 오는 묵직한 바디감과 함께 셰리 캐스크의 풍미, 블랙커런트, 스파이스가 강렬하게 다가옵니다.",스모키함과 다크 초콜릿의 여운이 아주 길고 깊게 남습니다.,,3,3,4,4,5,캐스크 스트렝스가 뿜어내는 캠벨타운의 진한 매력,1,54.2,ai_estimated
Omar Single Malt Bourbon Cask,"대만의 열대 기후 특유의 빠른 숙성감에서 오는 진한 바닐라, 망고와 바나나 같은 열대 과일 향이 폭발합니다.","꿀, 버터스카치, 그리고 오크의 달콤함이 진하게 퍼지며 스파이시한 터치가 뒤따릅니다.",달콤한 과일과 바닐라의 여운이 길고 따뜻하게 남습니다.,,4,1,5,3,4,대만의 태양이 키워낸 열대 과일향의 향연,1,46.0,ai_estimated
Chivas Regal 18 Year Old,"드라이한 과일 향, 버터 투피, 그리고 진한 초콜릿의 아로마가 우아하고 복합적으로 다가옵니다.","벨벳처럼 부드러운 질감과 함께 다크 초콜릿의 풍미, 은은한 플로럴 노트와 달콤한 스모크가 조화를 이룹니다.",매우 길고 따뜻하며 은은한 스모크와 과일의 여운이 감돕니다.,,4,2,4,2,4,85가지 이상의 풍미가 빚어낸 럭셔리 블렌디드,1,40.0,ai_estimated
The Glenlee,은은한 사과와 배의 과일 향에 가벼운 곡물의 아로마가 편안하게 다가옵니다.,부드러운 맥아의 단맛과 가벼운 바닐라 뉘앙스가 자극 없이 순하게 퍼집니다.,깔끔하고 가벼운 여운이 부담 없이 마무리됩니다.,,3,1,3,1,2,부드럽고 편안하게 즐기는 데일리 블렌디드,1,40.0,ai_estimated
Hibiki Blender's Choice,"와인 캐스크 숙성 원액의 영향으로 붉은 베리류와 오렌지 껍질, 그리고 은은한 향나무 향이 매혹적으로 다가옵니다.","크리미한 질감과 함께 구운 과일, 버터 캔디의 달콤함이 부드러운 산미와 조화를 이룹니다.",달콤하고 부드러운 여운이 깔끔하게 이어지며 깊은 풍미를 남깁니다.,,4,1,4,2,3,와인 캐스크의 우아함이 빚어낸 화사한 하모니,1,43,ai_estimated
Bulleit Bourbon 10 Year Old,풍부한 바닐라와 오크 향을 바탕으로 잘 익은 과일과 은은한 건조 담배 향이 감돕니다.,"고숙성에서 오는 진한 캐스크의 풍미와 함께 캐러멜, 구운 옥수수, 말린 과일의 맛이 묵직하게 다가옵니다.",길고 따뜻하게 이어지는 스파이시함과 오크의 여운이 인상적입니다.,,3,1,3,4,4,고숙성에서 오는 깊고 묵직한 버본의 진수,1,50.2,ai_estimated
Yamazaki 18 Year Old Mizunara,"미즈나라 오크 특유의 향나무와 백단향, 코끝을 자극하는 알로에 및 잘 익은 감귤류의 복합적인 향이 감돔니다.","꿀의 단맛과 은은한 향신료, 그리고 복숭아와 오렌지 마말레이드의 풍미가 고급스럽게 어우러집니다.",오랫동안 깊은 여운을 남기는 침향(Incense)과 은은한 스파이시함이 특징입니다.,,4,1,4,3,5,일본 미즈나라 오크의 정수를 담은 궁극의 걸작,1,48,ai_estimated
Kavalan Oloroso Sherry Oak,"올로로소 셰리 캐스크 유래의 진한 건포도, 견과류, 말린 무화과 향이 풍부하게 피어오릅니다.","입안을 가득 채우는 짙은 초콜릿, 커피 원두, 그리고 스파이시한 오크의 풍미가 묵직하게 전해집니다.",달콤쌉싸름한 여운이 따뜻하게 오랫동안 지속됩니다.,,4,1,5,4,5,트로피컬 셰리의 진수를 보여주는 묵직한 폭발력,1,46,ai_estimated
Edradour 12 Year Old Oloroso Sherry Butts,"전통적인 셰리 캐스크 숙성에서 오는 묵직한 건과일, 가죽, 셰리 식초의 깊고 진한 아로마가 느껴집니다.","시럽에 절인 과일, 견과류, 셰리의 진한 달콤함과 쌉싸름한 오크 터치가 묵직한 바디감을 선사합니다.",진하고 진득한 셰리의 여운이 길고 따뜻하게 남습니다.,,4,1,4,3,5,전통적 방식으로 빚어낸 진득한 셰리 밤,1,46,ai_estimated
Russell's Reserve Single Barrel,"강렬한 바닐라, 진한 캐러멜과 함께 묵직한 오크 향과 약간의 가죽 향이 코를 사로잡습니다.","풍부한 버터스카치, 구운 견과류, 그리고 흑설탕의 단맛이 강렬한 스파이스와 함께 묵직하게 밀려옵니다.",스파이시함과 오크의 여운이 입안에서 길고 대담하게 이어집니다.,,3,1,2,5,5,와일드 터키의 야성미와 깊이가 담긴 싱글 배럴,1,55,ai_estimated
Glenfarclas 105,"높은 도수임에도 불구하고 풍부한 셰리, 사과, 배, 그리고 버터 같은 달콤한 향이 부드럽게 감쌉니다.","입안을 찌릿하게 만드는 스파이스와 함께 진한 셰리, 건과일, 견과류의 맛이 강렬하게 폭발합니다.",드라이하면서도 스파이시한 여운이 길고 강렬하게 남습니다.,,4,1,4,5,5,캐스크 스트렝스가 뿜어내는 강렬한 셰리 폭탄,1,60,ai_estimated
Glendronach Ode to the Dark,"블랙체리, 다크 초콜릿, 에스프레소, 그리고 진한 가죽 향이 어우러져 이름에 걸맞은 어둡고 깊은 향을 냅니다.","당밀, 블랙베리 잼, 정향과 같은 향신료가 어우러져 극도로 리치하고 복합적인 맛을 냅니다.",다크 초콜릿의 쌉싸름함과 셰리의 풍미가 길고 우아하게 여운을 남깁니다.,,4,1,5,4,5,어둠 속에서 피어나는 극진한 셰리의 예술,1,46,ai_estimated
Scotch Blue 21 Year Old,"부드러운 바닐라 향과 은은한 과일 향, 그리고 가벼운 오크의 아로마가 편안하게 다가옵니다.","꿀, 견과류, 부드러운 곡물의 단맛이 목 넘김이 아주 편안하게 전해집니다.",깔끔하고 부드러운 여운이 은은하게 감돌며 마무리됩니다.,,3,1,2,2,3,한국인의 입맛에 맞춘 부드러운 프리미엄 스카치,1,40,ai_estimated
Aberlour 14 Year Old,"잘 익은 붉은 사과와 블랙체리, 그리고 달콤한 꿀과 크림 브륄레의 향이 조화롭습니다.","입안 가득 퍼지는 블랙커런트 잼, 캐러멜, 그리고 은은한 향신료의 풍미가 부드럽게 감쌉니다.",달콤하고 따뜻한 여운이 길고 부드럽게 이어집니다.,,4,1,4,2,4,퍼스트필 올로로소와 버번 캐스크의 완벽한 밸런스,1,40,ai_estimated
Yamazaki Distillery Exclusive,"야마자키 특유의 붉은 과일류와 은은한 미즈나라 오크의 향나무, 바닐라가 복합적으로 어우러집니다.","풍부한 과일 풍미와 함께 꿀, 은은한 스파이스, 캐스크의 깊은 맛이 균형감 있게 다가옵니다.",증류소의 개성이 담긴 깔끔하고 기분 좋은 여운이 남습니다.,,3,1,4,3,4,야마자키 증류소에서만 만날 수 있는 특별한 풍미,1,48,ai_estimated
Suntory Old,"은은한 바닐라 향과 함께 곡물의 고소함, 그리고 가벼운 과일 향이 편안하게 다가옵니다.",부드러운 단맛과 함께 약간의 오크 터치와 스파이스가 가볍고 조화롭게 느껴집니다.,깔끔하고 드라이하게 떨어지는 무난한 여운을 줍니다.,,3,1,2,2,2,일본 위스키의 역사와 전통을 담은 대중적 클래식,1,43,ai_estimated
Dewar's 18 Year Old,"꿀에 절인 과일, 버터 캔디, 그리고 은은한 꽃향기와 마지팬의 아로마가 부드럽게 퍼집니다.","풍부한 크림의 질감과 함께 구운 사과, 캐러멜, 그리고 은은한 오크의 풍미가 조화롭습니다.",고숙성 블렌디드 특유의 부드럽고 길게 이어지는 달콤한 여운이 특징입니다.,,4,1,3,2,3,더블 아이지링으로 완성된 18년의 부드러움,1,40,ai_estimated
Macallan 15 Year Old Double Cask,"말린 과일, 토피, 그리고 크리미한 바닐라와 은은한 생강 향이 부드럽게 감깁니다.","허니, 시트러스, 구운 사과, 그리고 아메리칸 및 유러피안 셰리 오크의 스파이스가 조화를 이룹니다.",오크의 따뜻함과 과일의 달콤함이 조화로운 여운을 남깁니다.,,4,1,4,3,4,두 가지 오크 캐스크가 빚어낸 균형 잡힌 럭셔리,1,43,ai_estimated
Johnnie Walker XR 21 Year Old Year of the Horse Edition,"꿀, 바닐라, 잘 익은 과일 향과 함께 은은한 스모크와 가죽 향이 우아하게 어우러집니다.","부드러운 캐러멜, 구운 견과류, 말린 과일의 풍미가 묵직하고 벨벳 같은 질감으로 다가옵니다.",깊고 따뜻한 스모크와 달콤함이 오랫동안 여운을 남깁니다.,,4,2,3,2,4,21년의 깊이와 에디션의 가치를 담은 명품 블렌드,1,40,ai_estimated
Chivas Regal 12 Year Old,"잘 익은 사과와 허브의 은은한 향이 감돌며, 꿀과 바닐라의 달콤함이 부드럽게 조화를 이룹니다.","크리미한 질감 속에서 꿀, 사과, 바닐라의 풍부한 풍미가 부드럽게 입안을 채웁니다.",달콤함과 은은한 여운이 길게 이어지는 깔끔한 마무리입니다.,,4,1,4,2,3,"부드러움의 정석, 전 세계가 사랑하는 클래식 블렌디드",1,40,ai_estimated
Johnnie Walker Blonde,"밝고 화사한 열대 과일 향과 함께 바닐라, 사과의 상큼한 아로마가 코끝을 간지럽힙니다.",달콤한 바닐라와 밀크 캐러멜의 맛이 부드럽게 퍼지며 산뜻한 과일 풍미가 어우러집니다.,깔끔하고 가벼운 달콤함이 산뜻하게 여운을 남깁니다.,,4,1,4,2,2,하이볼을 위해 탄생한 산뜻하고 달콤한 위스키,1,40,ai_estimated
Talisker 10 Year Old,"강렬한 피트 스모크와 함께 바다의 짠 향, 그리고 달콤한 과일 향이 겹겹이 피어오릅니다.","입안을 자극하는 스파이시함과 함께 훈제 생선, 흑후추, 그리고 꿀 같은 달콤함이 폭발합니다.",따뜻하고 스모키하며 짭조름한 여운이 길고 강렬하게 남습니다.,,2,4,2,5,4,거친 바다의 품안에서 태어난 스모키와 짭조름함의 진수,1,45.8,ai_estimated
Johnnie Walker Swing,"풍부한 과일 향과 함께 오크통에서 오는 부드러운 바닐라, 그리고 은은한 스모크가 감돌아 우아함을 더합니다.","벨벳처럼 부드러운 질감과 함께 셰리의 달콤함, 견과류, 그리고 묵직한 몰트의 풍미가 조화롭게 어우러집니다.",깊고 따뜻한 여운이 고급스럽게 잔향을 남깁니다.,,3,2,3,2,4,흔들리는 병 속에 담긴 부드럽고 우아한 블렌디드의 예술,1,40,ai_estimated
Ballantine's Single Malt Glenburgie 15 Year Old,"잘 익은 붉은 사과와 배의 과일 향이 가득하며, 달콤한 꿀과 크리미한 바닐라 향이 부드럽게 감쌉니다.",풍부한 과일 과즙의 달콤함과 함께 은은한 오크 향과 견과류의 고소함이 밸런스를 이룹니다.,달콤하고 부드러운 여운이 깔끔하게 이어집니다.,,4,1,4,2,3,"발렌타인의 심장, 과일 향 가득한 화사한 싱글몰트",1,40,ai_estimated
Talisker Port Ruighe,탈리스커 특유의 스모키함과 짭조름한 해풍에 포트 와인 캐스크에서 온 진한 자두와 베리류의 달콤함이 더해집니다.,"풍부한 건포도, 자두의 과일 맛과 함께 묵직한 스파이시함과 훈연의 풍미가 다채롭게 어우러집니다.",달콤한 과일 향과 스모키한 여운이 깊고 길게 남습니다.,,3,4,4,4,4,와인의 달콤함과 바다의 거침이 만난 강렬한 피니시,1,45.8,ai_estimated
Chivas Regal 15 Year Old,"오렌지 마말레이드, 꿀, 그리고 다채로운 과일의 아로마가 꼬냑 캐스크 숙성 특유의 풍부함과 함께 피어오릅니다.","시나몬과 건포도의 풍미가 입안을 감싸며, 벨벳처럼 부드럽고 달콤한 과일 맛이 도드라집니다.",바닐라의 달콤함과 함께 따뜻하고 부드러운 여운이 돕니다.,,4,1,4,2,4,꼬냑 캐스크가 선사하는 화려하고 부드러운 달콤함,1,40,ai_estimated
Balvenie 16 Year Old French Oak,잘 익은 과일 향 위에 싱그러운 허브와 은은한 꽃향기가 더해져 산뜻하고 우아한 인상을 줍니다.,"자몽, 피오니 꽃의 풍미와 함께 생강과 스파이스의 터치가 어우러져 복합적인 맛을 냅니다.",청량하고 상큼한 여운이 길고 기분 좋게 지속됩니다.,,3,1,4,3,3,프란치 오크가 빚어낸 우아하고 상큼한 몰트의 정수,1,47.6,ai_estimated
Ballantine's Master's,"꿀에 절인 사과와 오렌지 껍질의 시트러스함, 그리고 부드러운 토피와 바닐라 향이 조화롭습니다.","오렌지, 배의 과일 맛과 함께 풍부한 초콜릿, 견과류의 깊고 진한 맛이 입안을 가득 채웁니다.",부드러우면서도 복합적인 여운이 길게 이어집니다.,,4,1,3,2,4,마스터 블렌더의 정성이 빚어낸 깊고 풍부한 밸런스,1,40,ai_estimated
Singleton,"구운 견과류, 갈색 설탕, 그리고 신선한 과일의 향이 어우러져 편안하고 부드러운 느낌을 줍니다.","풍부한 과일의 단맛과 고소한 견과류, 부드러운 맥아의 풍미가 균형감 있게 다가옵니다.",깔끔하고 부드럽게 떨어지는 기분 좋은 여운입니다.,,3,1,3,2,3,누구나 편안하게 즐길 수 있는 부드러운 싱글몰트,1,40,ai_estimated
Ballantine's Single Malt Glenburgie 12 Year Old,"신선한 배와 사과 같은 과일 향이 중심을 이루며, 은은한 바닐라와 꿀의 달콤함이 감돌아옵니다.","크리미한 질감과 함께 잘 익은 과일의 풍미, 그리고 은은한 오크의 터치가 부드럽게 어우러집니다.",깔끔하고 달콤한 여운이 산뜻하게 마무리됩니다.,,4,1,4,2,3,과일 향의 상큼함과 부드러움이 돋보이는 12년산,1,40,ai_estimated
BenRiach The Original 10 Year Old,"과수원의 과일 향, 꿀, 그리고 은은한 오크의 아로마가 어우러져 달콤하고 산뜻한 향을 냅니다.","사과, 배, 복숭아 등의 과일 맛과 함께 바닐라, 맥아의 고소함, 그리고 가벼운 스파이스가 느껴집니다.",달콤하고 과일 향이 감도는 깔끔한 여운입니다.,,4,1,4,2,3,스페이사이드의 다채로운 과일 향을 담은 스탠다드,1,43,ai_estimated
Johnnie Walker 15 Year Old Sherry Finish,"셰리 캐스크 숙성 특유의 진한 건포도, 무화과 향과 함께 다크 초콜릿, 바닐라의 풍부한 아로마가 감돕니다.","풍부한 붉은 과일의 단맛과 함께 견과류, 스파이스, 그리고 부드러운 스모크가 완벽한 조화를 이룹니다.",달콤하고 진한 셰리의 여운이 깊고 길게 지속됩니다.,,4,2,4,2,4,셰리의 달콤함과 조니워커의 깊이가 만난 프리미엄,1,40,ai_estimated
Glenfarclas 15 Year Old,"풍부한 셰리 향과 함께 건포도, 오렌지 껍질, 그리고 진한 버터스카치의 달콤함이 강렬하게 다가옵니다.","입안 가득 퍼지는 진한 과일 케이크, 견과류, 시나몬의 풍미와 함께 묵직하고 복합적인 맛을 줍니다.",길고 따뜻하며 스파이시한 여운이 깊은 만족감을 줍니다.,,4,1,5,3,4,전통적인 셰리 위스키의 진수를 보여주는 명작,1,46,ai_estimated
Macallan 18 Year Old Sherry Oak,"말린 과일, 생강, 토피의 진하고 깊은 향이 셰리 오크의 풍미와 함께 조화롭게 다가옵니다.",풍부한 건포도와 무화과 맛 위에 오렌지 껍질과 은은한 향신료가 겹겹이 쌓여 묵직한 질감을 줍니다.,달콤한 과일과 따뜻한 우디 스파이스가 길고 우아하게 여운을 남깁니다.,,4,1,5,3,5,셰리 위스키의 기준이자 황홀한 정점,1,43,ai_estimated
Macallan 18 Year Old Double Cask,구운 사과와 허니콤의 달콤함에 부드러운 우디 노트가 밸런스 좋게 어우러집니다.,크리미한 바닐라와 버터스카치 풍미 뒤로 미세한 건포도와 시나몬의 터치가 부드럽게 감쌉니다.,오크의 깊이감과 함께 과일의 달콤함이 입안에 산뜻하게 오래 머뭅니다.,,4,1,4,2,4,유럽산과 아메리칸 셰리의 우아한 조화,1,43,ai_estimated
Glenfarclas 12 Year Old,"신선한 과일 향과 함께 꿀, 오크, 그리고 묵직한 셰리 노트가 가볍게 코를 간지럽힙니다.","풍부한 과일 맛과 맥아의 단맛이 느껴지며, 가벼운 스파이시함이 입안을 산뜻하게 채워줍니다.",오크의 풍미와 달콤한 셰리의 여운이 은은하고 깔끔하게 마무리됩니다.,,3,1,4,2,3,전통적인 스페이사이드 셰리의 정석,1,43,ai_estimated
Tamnavulin Sauvignon Blanc Cask Finish,"싱그러운 청사과, 구스베리, 화이트 와인 특유의 상큼하고 풀 내음 가득한 향이 매력적입니다.","레몬 껍질, 배, 백포도주의 산뜻한 산미와 함께 크리미한 바닐라 풍미가 묘한 대비를 이룹니다.",시원하고 과일 같은 상큼함이 깔끔하고 기분 좋은 여운을 선사합니다.,,3,1,5,2,2,와인 캐시의 이색적이고 상큼한 변주,1,40,ai_estimated
Tamnavulin German Pinot Noir Cask Finish,"붉은 베리류, 체리, 그리고 은은한 꽃향기가 포근하고 달콤하게 피어오릅니다.",잘 익은 딸기와 라즈베리의 과일 맛에 따뜻한 베이킹 스파이스가 더해져 풍성한 입안을 만듭니다.,레드와인 캐스크 특유의 베리류 과일 향과 부드러운 우디함이 길게 이어집니다.,,4,1,5,2,3,피노누아 캐스크가 빚어낸 붉은 과일의 낙원,1,40,ai_estimated
The Glen Grant 12 Year Old,"사과, 배를 연상시키는 과일 향과 함께 시트러스의 상큼함이 경쾌하게 다가옵니다.","꿀, 바닐라, 그리고 사과 타르트 같은 달콤함이 부드러운 텍스처와 함께 전달됩니다.",상쾌한 과일의 여운이 은은한 오크 향과 함께 깔끔하게 떨어집니다.,,3,1,4,2,3,상큼하고 순수한 스페이사이드의 본질,1,43,ai_estimated
The Glen Grant 15 Year Old,"배 넥타, 감귤류, 그리고 은은한 꿀의 향이 깊이감 있으면서도 우아하게 피어납니다.","견과류의 고소함과 함께 몰트의 풍미, 살구와 같은 핵과류의 달콤함이 조화를 이룹니다.",살짝 쌉싸름하면서도 달콤한 여운이 길고 품격 있게 지속됩니다.,,3,1,4,3,4,도수와 풍미의 완벽한 밸류를 품은 숙성,1,50,ai_estimated
The Glen Grant 18 Year Old,"풍부한 바닐라, 캐러멜, 그리고 잘 익은 오렌지 껍질과 은은한 꽃향기가 고급스럽습니다.","말린 과일, 건포도, 달콤한 맥아 맛이 벨벳처럼 부드러운 바디감과 함께 입안을 채웁니다.",스위트한 스파이스와 오크의 여운이 길고 따뜻하게 감싸 안아줍니다.,,4,1,4,2,4,시간이 완성한 우아함과 깊이의 극치,1,43,ai_estimated
Ki One Distillery,"열대 과일의 상큼함과 신선한 오크, 바닐라 향이 젊고 패기 넘치는 매력을 보여줍니다.","꿀의 단맛과 함께 생강, 후추 등의 스파이시함이 다채롭고 활기차게 펼쳐집니다.",한국의 기후 속에서 빚어진 오크 스파이스와 달콤함이 선명한 여운을 남깁니다.,,3,1,4,4,3,한국 최초 싱글몰트가 품은 새로운 가능성,1,46,ai_estimated
The Singleton of Dufftown 15 Year Old,"구운 너트, 풍부한 오렌지 마말레이드, 그리고 부드러운 우디 노트가 편안하게 다가옵니다.","버터스카치, 멜론, 익은 과일의 단맛이 크리미한 질감과 함께 부드럽게 녹아듭니다.",드라이하면서도 고소한 견과류의 여운이 깔끔하고 부드럽게 마무리됩니다.,,3,1,4,2,3,누구나 편안하게 즐기는 부드러움의 미학,1,40,ai_estimated
Arran Sauternes Cask Finish,"꿀에 절인 레몬, 백포도, 그리고 달콤한 디저트 와인의 풍미가 화사하게 피어납니다.","꿀, 백도, 그리고 꿀벌집의 진한 단맛에 상큼한 시트러스가 더해져 복합적인 맛을 냅니다.",달콤하고 화사한 과일 향이 입안을 가득 채우며 기분 좋은 여운을 선사합니다.,,5,1,5,2,4,소테른 와인 캐스크가 선사하는 달콤한 화려함,1,50,ai_estimated
Kilkerran 16 Year Old,"왁시한 질감 속에서 꿀, 바닐라, 사과, 그리고 은은한 해풍과 먼지 낀 오크의 향이 복잡하게 얽힙니다.","풍부한 과일의 단맛 뒤로 짭조름한 미네랄리티, 흙냄새, 그리고 톡 쏘는 스파이시함이 깊이를 더합니다.",스모키함과 왁시한 여운이 길고 묵직하게 입안에 남아 여운을 줍니다.,,3,2,4,3,4,캠벨타운의 전통을 잇는 장인 정신의 결정체,1,46,ai_estimated
Arran Machrie Moor Cask Strength,"강렬한 피트 스모크와 함께 파인애플, 시트러스, 바닐라의 달콤함이 묵직하게 밀려옵니다.","대담한 토탄 연기와 구운 베이컨 노트, 그리고 트로피컬 프루트의 단맛이 폭발적인 밸런스를 이룹니다.",스모키한 여운과 스파이시함이 길고 강렬하게 타오르며 마무리됩니다.,,3,4,4,4,5,아란이 빚어낸 거칠고 강렬한 피트의 서사시,1,56,ai_estimated
Glenfiddich 15 Year Old,"솔레어 시스템의 특성이 반영되어 꿀, 바닐라, 그리고 짙은 다크 초콜릿의 부드러운 향이 매력적으로 다가옵니다.","풍부한 과일 케이크, 따뜻한 향신료, 그리고 은은한 오크 터치가 조화롭게 어우러집니다.",달콤함이 길게 이어지며 기분 좋은 여운을 남깁니다.,,4,1,4,2,3,솔레어 시스템으로 빚어낸 꿀처럼 달콤한 품격,1,40,ai_estimated
Michter's US*1 Small Batch Bourbon,풍부한 바닐라와 캐러멜 향을 바탕으로 잘 익은 복숭아와 은은한 오크 향이 맴돕니다.,"입안에서 흑설탕, 계피, 구운 옥수수의 달콤 쌉싸름함이 부드럽게 감쌉니다.",바닐라와 오크의 여운이 따뜻하게 지속됩니다.,,4,1,3,3,3,소량 생산으로 완성된 클래식 아메리칸 버번의 진수,1,45.7,ai_estimated
Arran Quarter Cask,"작은 오크통 숙성에서 오는 강렬한 바닐라, 사과, 그리고 신선한 시트러스 향이 폭발합니다.","파인애플, 구운 파이, 그리고 후추 같은 스파이스가 묵직하고 강렬하게 미각을 자극합니다.",달콤함과 스파이시함이 길고 강렬하게 여운을 남깁니다.,,3,1,5,4,4,쿼터 캐스크가 선사하는 강렬하고 생동감 넘치는 과일 폭탄,1,56.2,ai_estimated
Lambay Single Malt Irish Whiskey,"꽃향기와 함께 그린 과일, 맥아의 싱그러움, 그리고 은은한 견과류의 향이 느껴집니다.","열대 과일의 달콤함과 부드러운 맥아, 그리고 꼬냑 캐스크 피니시에서 오는 미세한 오크 터치가 감돌아요.",깔끔하고 청량한 과일 향의 여운이 가볍게 퍼집니다.,,3,1,4,2,2,아일랜드의 청량함과 꼬냑 캐스크의 우아한 만남,1,40,ai_estimated
Benriach 12 Year Old,"메이플 시럽, 코코아, 그리고 풍성한 오렌지 껍질과 잘 익은 과일 향이 복합적으로 어우러집니다.","구운 포도, 과일 과즙, 그리고 생강과 설탕에 절인 자두의 맛이 층층이 펼쳐집니다.",모카와 스파이스의 조화로운 여운이 길게 이어집니다.,,4,1,4,2,3,풍부한 과일과 달콤한 오크의 다채로운 하모니,1,46,ai_estimated
Ki One Tiger Edition PX Sherry Cask,"진한 페드로 히메네스(PX) 셰리통에서 기인한 건포도, 무화과, 흑당의 깊고 진한 달콤함이 코를 감쌉니다.","다크 초콜릿, 견과류, 풍부한 건과일의 풍미가 묵직한 바디감과 함께 밀려옵니다.",달콤한 셰리의 여운과 함께 따뜻한 스파이스가 길게 남습니다.,,5,1,4,3,4,한국 위스키의 진화를 보여주는 진한 PX 셰리의 향연,1,50,ai_estimated
Balvenie Madeira Cask 15 Year Old,"마데이라 와인 캐스크 특유의 상큼한 시트러스와 함께 신선한 포도, 열대 과일 향이 피어납니다.","꿀을 바른 듯한 달콤함에 복숭아, 생강, 그리고 오크의 터치가 부드럽게 조화를 이룹니다.",입안을 감싸는 과일의 달콤함과 은은한 스파이스의 여운.,,4,1,5,2,3,마데이라 와인의 생동감을 입은 발베니의 우아함,1,43,ai_estimated
Benromach 10 Year Old,"셔벗 같은 과일 향 뒤로 부드러운 토피, 바닐라, 그리고 은은하게 배어나는 피트 스모크가 느껴집니다.","라즈베리, 블랙체리, 크리미한 맥아와 함께 숲속의 스모키함이 밸런스 좋게 다가옵니다.",과일의 달콤함과 은은한 스모크가 어우러진 여운.,,3,2,3,2,3,전통 방식을 고수하는 스모키와 과일의 완벽한 밸런스,1,43,ai_estimated
Benromach 15 Year Old,"풍부한 셰리 노트와 함께 꿀, 사과, 오렌지 껍질, 그리고 벤로막 특유의 깊은 스모크가 감돕니다.","다크 초콜릿, 구운 사과, 생강 향신료가 부드러운 텍스처와 함께 입안을 채웁니다.",오크와 스모키함이 깃든 길고 따뜻한 여운.,,3,2,4,2,4,세월이 더해져 더욱 깊어진 클래식 셰리와 스모크,1,43,ai_estimated
Benromach 12 Year Old,"잘 익은 과일의 달콤함과 은은한 토피, 그리고 백후추와 같은 가벼운 스파이스와 스모크가 공존합니다.","시트러스 과일, 크리미한 바닐라, 부드러운 맥아와 함께 벤로막의 매력적인 피트감이 녹아듭니다.",달콤함과 은은한 스모크가 조화롭게 마무리됩니다.,,3,2,3,3,3,다채로운 풍미가 돋보이는 벤로막의 매력적인 미디엄 에이지,1,43,ai_estimated
Benromach 21 Year Old,"세월을 머금은 묵직한 오크 향과 함께 진한 과일잼, 가죽, 부드러운 스모크가 우아하게 피어납니다.","잘 익은 자두, 정향, 바닐라 커스터드, 그리고 은은한 꿀의 풍미가 깊이 있게 다가옵니다.",스모키함과 달콤함이 어우러진 길고 여운 있는 피니시.,,4,2,4,2,4,21년의 세월이 빚어낸 우아하고 깊이 있는 복합미,1,43,ai_estimated
Aberlour 12 Year Old Double Cask Matured,"부드러운 사과와 함께 풍부한 꿀, 그리고 셰리 캐스크에서 오는 건포도 향이 매력적입니다.","크리미한 초콜릿, 캐러멜, 그리고 스파이시한 오크가 달콤함과 조화를 이룹니다.",따뜻하고 달콤한 과일 향의 여운이 길게 남습니다.,,4,1,4,2,3,더블 캐스크가 선사하는 달콤하고 크리미한 셰리의 정석,1,40,ai_estimated
Glenfarclas 10 Year Old Cask Strength,"고도수에서 오는 강렬함과 함께 짙은 셰리, 건과일, 꿀, 그리고 오크의 향이 뿜어져 나옵니다.","풍부한 과일 케이크, 견과류, 시나몬의 진한 풍미가 묵직하고 폭발적으로 다가옵니다.",셰리의 달콤함과 스파이시함이 길게 타오르는 듯한 여운.,,4,1,4,4,5,글렌파클라스의 전통을 원액 그대로 담은 캐스크 스트렝스,1,58.7,ai_estimated
Nikka Yoichi Single Malt,"요이치 특유의 은은한 피트 스모크와 함께 훈연된 과일, 바닐라, 바닷가의 짭조름한 향이 감돕니다.","피트의 터치와 함께 오크, 견과류, 그리고 묵직한 몰트의 풍미가 복합적으로 어우러집니다.","스모키함과 미네랄리티, 은은한 단맛의 여운.",,2,3,3,3,4,스태프의 거친 바다 기운을 품은 묵직한 피티드 싱글몰트,1,45,ai_estimated
Suntory Yamazaki Single Malt Non Vintage,"붉은 과일(딸기, 체리)의 향과 함께 미즈나라(일본 참나무) 캐스크 특유의 백단향, 코코넛 향이 느껴집니다.","라즈베리, 복숭아의 상큼함과 바닐라의 부드러움이 산뜻한 스파이스와 조화를 이룹니다.",미즈나라 오크의 은은한 스파이스와 과일 향의 여운.,,3,1,4,2,3,"일본 위스키의 정수, 미즈나라 오크의 섬세한 향기",1,43,ai_estimated
Ki One Single Malt,달콤한 바닐라와 캐러멜 향을 바탕으로 한국의 기후에서 오는 독특한 열대 과일과 오크 향이 감돌니다.,"구운 보리의 고소함과 함께 꿀, 시나몬, 그리고 쌉싸름한 오크의 풍미가 부드럽게 어우러집니다.",적당한 온기와 함께 은은한 스파이시함과 달콤함이 여운을 남깁니다.,,4,1,4,3,3,한국 최초의 싱글 몰트가 선사하는 새로운 열정과 개성,1,46.0,ai_estimated
